Date,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
2008-01,0.02231215944099219,0.023727446607692663,0.024265128620437098,0.027096225434483766,0.033991249373263255,0.047555945435663646,0.055832534590199843,0.05273354696706827,0.05072440627958619,0.04708176010069966,0.04457868414750409,0.04221618098405203,0.04154574393798873,0.04242203717814932,0.04331893089339567,0.04574071756872507,0.04793394152686029,0.05009687765091746,0.05190383729169805,0.05236491453163179,0.050010394756802475,0.044391165289607355,0.03309836907782222,0.02505780231475884
2008-02,0.023064762106851475,0.024377718754594487,0.024941404709646488,0.027525802494971902,0.033770910278810365,0.04679646126347447,0.05491384152915669,0.05173667464236047,0.05022738728075976,0.047096011431991554,0.04484785057291463,0.04269184634327667,0.042043129706963576,0.04287586865764142,0.04382487410720423,0.04600793724885125,0.04817737021525582,0.05013230708168634,0.05155898975380977,0.05167705376387209,0.049337772037093955,0.04383209144025723,0.03302014420576485,0.025521790372790523
2008-03,0.022746109756575403,0.02412126703117167,0.024821558448648057,0.027809394572775443,0.034748126645160256,0.047650857561818964,0.055102540434921674,0.0520032582667753,0.0501452012468056,0.04686325406779728,0.04451658688892461,0.042433208059301245,0.041900128016870916,0.042759951282808774,0.04382637812274902,0.04610261206839153,0.04830371921038503,0.0503658754725941,0.051829020013946646,0.05186142953424687,0.04928452560724009,0.043317180198298645,0.032477727458042685,0.025010090033750206
2008-04,0.023068794519060822,0.02369237989640902,0.026576162330811885,0.03383674927772979,0.04823063067862039,0.05672970718319781,0.053888910313586245,0.051402852100078306,0.047497554411884885,0.04478851290617502,0.042046509308221375,0.04120000602755928,0.04208935334720794,0.042748723012965534,0.04523508124549184,0.047335175803804155,0.04948649083488207,0.051758054959493247,0.05275758650611392,0.05047781011795742,0.045019107891063295,0.03342606415445746,0.02468601890704551,0.02202176426618281
2008-05,0.02013268572217734,0.02120072866226889,0.024844404277848953,0.0345919978486597,0.05332483619315739,0.06159532189056323,0.059319367900082014,0.054828858342928034,0.05002050220680541,0.045592818988900906,0.04074139276341863,0.03876733266150639,0.04005549832680313,0.039480697906535675,0.04247157137437537,0.044070825366606635,0.045591790516283114,0.050558109191290376,0.05460421019195995,0.05263222908259511,0.047830100726331516,0.035454295230882095,0.023260575490064665,0.01902984913795547
2008-06,0.01952349922054697,0.020764307955518355,0.024669012873240356,0.03512342483229259,0.05503879691948133,0.06273866732849424,0.06048826761457515,0.05570686651218512,0.05088349277277741,0.0458400333475324,0.040282420655793266,0.037877370852780166,0.03943172241404576,0.038437548807783516,0.04158582223772848,0.042959055316160115,0.04401764804808977,0.049868364940737625,0.054905040184440694,0.053014307281979714,0.04849167195878614,0.036241125405594564,0.023121538473474267,0.01898999404596199
2008-07,0.018964213100968765,0.020383060521487344,0.025555295586447223,0.03812281698303139,0.061661022782819715,0.06615578564235894,0.06197352044374101,0.056846747576589716,0.054061087419658885,0.04645601848822725,0.040021951346470026,0.0363210556221293,0.03810522779895065,0.0364106299374142,0.03922180560584597,0.040472129776770234,0.03963421849747598,0.046751081406716306,0.05362382246663842,0.05207243737195478,0.04744635363280151,0.03740435852265835,0.02330071823425997,0.019034641234584083
2008-08,0.018718684862123563,0.02011048981762263,0.02545277633819092,0.03846708185253423,0.0629027745101217,0.06701415718184008,0.06245701410960491,0.05703869660994693,0.054740007517511284,0.04668668086774974,0.04024623799063657,0.03634602596549032,0.03792485504832806,0.03611820027988648,0.038664128159900064,0.03994351174650979,0.03887017040283517,0.046059022022997685,0.053179940129850056,0.05182026502515315,0.04717415221891029,0.0375454729558491,0.02326769017943077,0.019251964206976512
2008-09,0.019700010867231714,0.020920581552910555,0.024478604771280936,0.03426525656948284,0.05301161106593111,0.06156824045851388,0.05991832148987741,0.055323534524075284,0.049850262569544064,0.04554579997517596,0.04017613820422763,0.038131590172571624,0.039730585087981406,0.03893778242064043,0.04227705005240827,0.04366476228475451,0.045233138283689266,0.05078091764426373,0.05531564300697024,0.05325912909601656,0.04876252175890918,0.03585118216059701,0.023024865123182796,0.020272470859763587
2008-10,0.021403159637460967,0.022293530016152634,0.02501505214527553,0.0324941548779662,0.04718453834206694,0.057141801632570516,0.05705937010746771,0.05333647766622743,0.04893279303733373,0.045563781020187134,0.041894786464495244,0.040352489183666684,0.04106613731995493,0.04121742383623876,0.04372308168323897,0.04560842793902613,0.047764538107421345,0.051246922009698805,0.05376091405885926,0.05212524564114714,0.047594848276586804,0.036358990224631016,0.025412527676987883,0.02144900909533824
2008-11,0.02229959369242385,0.023666558329521362,0.024242477301331566,0.027069880573531626,0.033988207216436174,0.04764591354917115,0.05588412014474784,0.052875355724760764,0.05085374291983067,0.047162397848362646,0.04463347898460428,0.04214767449482148,0.04142478655664485,0.042357414008130576,0.043190132182960965,0.04565325737997028,0.04780200496912496,0.049910725323420585,0.05185025263658568,0.052446399261278136,0.05008780717263809,0.04453631234778029,0.03322602278274214,0.02504548459918002
2008-12,0.02377807770211883,0.02487951943034268,0.025522665997970092,0.027784716850434803,0.03332133422531634,0.046126588533288555,0.0541850847734874,0.051041956998757874,0.04992956860629307,0.04738203181247292,0.045371376453308,0.04330878078384871,0.04258841029390254,0.04335143789606986,0.04423687399689729,0.046101510282407,0.04818785713713275,0.04986265807228865,0.051001074382522826,0.05093782791545391,0.04867292530884595,0.04341248465552246,0.03307844726781715,0.025936790623500343
