datetime,created_at,updated_at,timestamp,zone_name,carbon_intensity_avg,carbon_intensity_production_avg,carbon_intensity_discharge_avg,carbon_intensity_import_avg,carbon_rate_avg,total_production_avg,total_storage_avg,total_discharge_avg,total_import_avg,total_export_avg,total_consumption_avg,production_sources,power_origin_percent_fossil_avg,power_origin_percent_renewable_avg,power_production_percent_fossil_avg,power_production_percent_renewable_avg,power_production_nuclear_avg,power_production_geothermal_avg,power_production_biomass_avg,power_production_coal_avg,power_production_wind_avg,power_production_solar_avg,power_production_hydro_avg,power_production_gas_avg,power_production_oil_avg,power_production_unknown_avg,power_consumption_nuclear_avg,power_consumption_geothermal_avg,power_consumption_biomass_avg,power_consumption_coal_avg,power_consumption_wind_avg,power_consumption_solar_avg,power_consumption_hydro_avg,power_consumption_gas_avg,power_consumption_oil_avg,power_consumption_unknown_avg,power_consumption_battery_discharge_avg,power_consumption_hydro_discharge_avg,carbon_origin_percent_nuclear_avg,carbon_origin_percent_geothermal_avg,carbon_origin_percent_biomass_avg,carbon_origin_percent_coal_avg,carbon_origin_percent_wind_avg,carbon_origin_percent_solar_avg,carbon_origin_percent_hydro_avg,carbon_origin_percent_gas_avg,carbon_origin_percent_oil_avg,carbon_origin_percent_unknown_avg,carbon_origin_percent_battery_discharge_avg,carbon_origin_percent_hydro_discharge_avg,power_net_discharge_battery_avg,power_net_discharge_hydro_avg,power_net_import_BE_avg,carbon_intensity_exchange_BE_avg,power_net_import_FR_avg,carbon_intensity_exchange_FR_avg,power_net_import_GB-NIR_avg,carbon_intensity_exchange_GB-NIR_avg,power_net_import_GB-ORK_avg,carbon_intensity_exchange_GB-ORK_avg,power_net_import_IE_avg,carbon_intensity_exchange_IE_avg,power_net_import_NL_avg,carbon_intensity_exchange_NL_avg,power_net_import_NO-NO2_avg,carbon_intensity_exchange_NO-NO2_avg,latest_forecasted_wind_x_avg,latest_forecasted_wind_y_avg,latest_forecasted_solar_avg,latest_forecasted_temperature_avg,latest_forecasted_dewpoint_avg,latest_forecasted_precipitation_avg,latest_forecasted_price_avg,latest_forecasted_production_avg,latest_forecasted_consumption_avg,latest_forecasted_power_net_import_BE_avg,latest_forecasted_power_net_import_FR_avg,latest_forecasted_power_net_import_GB-NIR_avg,latest_forecasted_power_net_import_GB-ORK_avg,latest_forecasted_power_net_import_IE_avg,latest_forecasted_power_net_import_NL_avg,latest_forecasted_power_net_import_NO-NO2_avg,latest_forecasted_production_solar_avg,latest_forecasted_production_wind_avg
2018-01-01T00:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514764800,GB,168.78,170.62,,153.37,,23821.37,0,0,2751,0,26572.37,bmreports.com,27.9,41.47,28.1,41.39,7265.5,,729.5,1225.5,8778.37,0,351.5,5382,0,89,8138.07,0.01,774.14,1337.82,9678.43,0.02,564.27,5684.19,9.69,385.23,0,0.49,,,,,,,,,,,,,,0,,,1409,52.44,200,290.76,,,432,219.7,710,274.6,,,7.5,0.43,0,279.88,275.9,0.72,47.14,27649,28846,,1407,,,0,720,,0,10705
2018-01-01T01:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514768400,GB,180.38,182.83,297.65,154.5,,24409.83,0,103,2775.5,0,27288.33,bmreports.com,29.41,40.76,29.77,40.62,7259,,756.5,1524,8745.33,0,352,5684.5,0,88.5,8140.32,0.01,801.35,1645.34,9659.64,0.01,559.33,5997.62,9.91,371.76,0,103.03,,,,,,,,,,,,,,103,,,1410,52.87,209.5,305.98,,,432,228.29,724,264.52,,,7.5,0.3,0,279.82,275.82,0.15,54.6,25554,28307,,1407,,,63,720,,0,10832
2018-01-01T02:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514772000,GB,174.42,176.29,,158.09,,23523.67,0,0,2636,0,26159.67,bmreports.com,28.08,40.99,28.26,40.89,7258,,750.5,1542,8531.17,0,335.5,5017.5,0,89,8089.26,0.01,794.46,1671.66,9406.95,0.02,521.34,5336.1,9.53,330.33,0,0,,,,,,,,,,,,,,0,,,1316,53.51,213,319.46,,,432,249.79,675,252.37,,,7.33,0.38,0,279.79,275.77,0.29,46.63,25180,26458,,1307,,,153,671,,0,10836
2018-01-01T03:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514775600,GB,169.41,169.93,,165.56,,22859.96,0,0,2639.75,0,25499.71,bmreports.com,26.74,41.47,26.6,41.66,7254.5,,757,1586.5,8482.46,0,282,4408.5,0,89,8102.05,0.01,799.49,1723.12,9320.37,0.02,454.73,4733.87,9.68,356.38,0,0,,,,,,,,,,,,,,0,,,1318,53.21,212.75,307.52,,,432,285.68,677,263.02,,,7.26,0.54,0,279.79,275.87,0.35,39.9,24263,24577,,1307,,,275,671,,0,10856
2018-01-01T04:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514779200,GB,154.56,153.93,,160.33,,21687.63,0,0,2423.5,0,24111.13,bmreports.com,23.66,42.74,23.38,43.13,7262,,756.5,1440,8322.13,0,275,3543,0,89,8101.81,0.14,795.94,1586.08,9067.49,0.02,440.64,3848.18,9.66,261.16,0,0,,,,,,,,,,,,,,0,,,1318,54.55,212.5,331.03,,,432,299.68,461,253.49,,,6.82,0.67,0,279.76,275.9,0.51,23.41,23567,23164,,1307,,,314,464,,0,10749
2018-01-01T05:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514782800,GB,158.06,159.26,,146.26,,21587.41,0,0,2187,0,23774.41,bmreports.com,23.96,42.04,24.07,42.31,7257.5,,757.5,1564,8108.91,0,267,3543.5,0,89,8084.49,0.16,792.05,1701.09,8766.18,0.02,435.24,3806.42,9.43,179.32,0,0.02,,,,,,,,,,,,,,0,,,1318,54.35,213,329.17,,,432,277.49,224,260.11,,,6.37,0.69,0,279.72,275.96,0.76,23.61,23092,22445,,1307,,,344,223,,0,10530
2018-01-01T06:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514786400,GB,178.43,181.5,297.65,147.48,,22292.54,0,41,2324,0,24657.54,bmreports.com,28.06,39.11,28.47,39.01,7261,,758,1691,7642.04,4,265.5,4582,0,89,8095.4,0.11,793.34,1809.98,8361.91,4.01,440.46,4857.39,9.43,244.5,0,41,,,,,,,,,,,,,,41,,,1319,53.19,207,323.91,,,432,242.06,366,275.86,,,5.84,0.49,0,279.67,276.03,1.04,29.96,22983,22673,,1307,,,385,375,,0,10289
2018-01-01T07:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514790000,GB,193.08,196.89,297.65,131.83,,23232.12,0,10.5,1460,153,24549.62,bmreports.com,31.37,37.14,32.11,36.64,7263.5,,754.5,1656.5,7315.62,0,435,5718,0,89,7729.32,0,767.55,1742.91,7785.24,0.27,555.16,5862.3,5.78,90.64,0,10.44,,,,,,,,,,,,,,10.5,,,821,49.59,207,291.13,,,432,211.8,-153,193.08,,,5.32,0.13,0,279.64,276.09,0.25,24.09,24346,23078,,815,,,253,-189,,0,9928
2018-01-01T08:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514793600,GB,207.19,210.36,297.65,134.66,,23316.69,0,306,1349.5,123,24849.19,bmreports.com,33.89,35.21,34.68,34.54,7265.5,,757.5,1589,6717.69,5.5,371.5,6521.5,0,88.5,7673.03,0,768.65,1672.51,7180.83,10.17,482.85,6662.22,4.96,89.46,0,304.5,,,,,,,,,,,,,,306,,,710,48.33,207.5,265.8,,,432,213.55,-123,207.19,,,4.93,-0.3,0,279.64,276.14,0.48,24.14,25360,24484,,716,,,179,-144,,88,9523
2018-01-01T09:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514797200,GB,224.07,231.35,297.65,128.96,,25119.73,0,450.5,2197.5,0,27767.73,bmreports.com,37.63,33.23,39.09,32.47,7263,,751.5,1613.5,6280.73,326.5,488,8308,0,88.5,8083.82,0.18,784.06,1705.4,6959.87,358.06,667.19,8545.13,8.96,203,0,452.07,,,,,,,,,,,,,,450.5,,,1315,53.7,207.5,273.68,,,432,203.44,243,280.23,,,4.54,-0.08,0.53,279.69,276.48,0.59,42,26266,27269,,1310,,,180,227,,435,9093
2018-01-01T10:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514800800,GB,234.73,245.08,297.65,133.49,,27273.01,0,505.5,3074.25,0,30852.76,bmreports.com,40.24,32.56,42.22,31.63,7260,,746.5,1635,6152.01,776.5,603.5,10010.5,0,89,8385.01,0.33,796.07,1728.38,7050.8,853.25,836.83,10298.75,12.11,382.56,0,508.66,,,,,,,,,,,,,,505.5,,,1818,56.93,193.25,256.01,,,432,186.79,631,280.07,,,4.93,-0.74,8.26,279.92,276.58,0.72,57,28180,30585,,1803,,,18,621,,1007,8888
2018-01-01T11:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514804400,GB,248.93,259.99,297.65,141.3,,29731.5,0,480.5,3258.25,0,33470.25,bmreports.com,43.49,31.48,45.54,30.43,7259,,756.5,1720.5,6037.5,1285,632.5,11951.5,0,89,8378.19,0.25,809.38,1804.27,6976.92,1375.64,887.66,12233.5,12.07,507.61,0,484.75,,,,,,,,,,,,,,480.5,,,1818,56.89,125.25,250.37,,,418,175.41,897,281.17,,,5.43,-1.41,22.88,280.22,276.7,0.87,43.4,31472,33003,,1803,,,-168,917,,1540,8683
2018-01-01T12:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514808000,GB,259.25,270.53,297.65,137.24,,31754.48,0,488.5,3085.75,0,35328.73,bmreports.com,45.94,30.3,48.05,29.42,7264,,757.5,1688,5837.48,1855,545,13718.5,0,89,8391.61,0.31,811.2,1751.81,6650.52,1937.17,814.18,13977.2,12.1,491.19,0,491.43,,,,,,,,,,,,,,488.5,,,1818,56.29,89.75,235.16,,,275,170.11,903,280.32,,,5.92,-2.2,38.03,280.46,276.77,1.01,51.86,33263,34504,,1803,,,-117,917,,1822,8322
2018-01-01T13:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514811600,GB,273.02,286.15,297.65,131.16,,31580.16,0,747.5,3050.25,0,35377.91,bmreports.com,48.71,27.46,51.12,26.43,7255.5,,755,1584,4990.66,1502.5,548.5,14855,0,89,8431.69,0.01,803.98,1636.09,5747.43,1564.66,849.08,15098.28,12.95,484.53,0,749.21,,,,,,,,,,,,,,747.5,,,1818,46.46,85.25,227.89,,,242,171.96,905,281.4,,,6.23,-2.96,123.79,280.57,276.77,0.14,55,33569,34554,,1803,,,-120,917,,1740,8191
2018-01-01T14:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514815200,GB,279.32,293.05,297.65,133.42,,31526.27,0,362.5,3019.25,0,34908.02,bmreports.com,50.17,25.51,52.69,24.55,7257,,745.5,1858.5,5188.77,1051,483.5,14853,0,89,8490.76,0,794.88,1909.55,5879.01,1089.89,777.77,15103.07,12.82,485.44,0,364.81,,,,,,,,,,,,,,362.5,,,1812,45.98,75.25,234.87,,,242,175.86,890,291.3,,,6.34,-3.52,114.32,280.56,276.71,0.27,55,33024,34591,,1803,,,-138,917,,1309,8112
2018-01-01T15:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514818800,GB,285.54,300.53,297.65,135.66,,31050.01,0,520,3145,51,34664.01,bmreports.com,50.76,24.27,53.42,23.62,7251,,741.5,2148.5,5451.01,252.5,490.5,14626.5,0,88.5,8652.42,0.01,797.18,2186.9,6020.66,268.67,801.25,14844.44,14.03,551.98,0,526.49,,,,,,,,,,,,,,520,,,2015,44.98,-51,285.54,,,137,189.25,993,312.18,,,6.39,-3.64,95.3,280.34,276.48,0.41,57.88,33677,35058,,2000,,,-166,1016,,700,8187
2018-01-01T16:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514822400,GB,287.46,300.8,297.65,144.75,,33303.96,0,753.5,3139,147.25,37049.21,bmreports.com,51.27,25.31,53.6,25.05,7263,,754.5,2138,6285.46,1,743,16030.5,0,88.5,8666.74,0.01,804.27,2172.42,6775.7,4,1029.43,16211.94,13.27,600.6,0,770.83,,,,,,,,,,,,,,753.5,,,2016,43.01,-147.25,287.46,,,129,218.36,994,340.96,,,6.41,-3.8,76.21,280.13,276.33,0.5,57.97,34925,37560,,2000,,,-112,1016,,201,8931
2018-01-01T17:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514826000,GB,287.64,299.99,297.65,147.1,,35256.68,0,1157,3180,278.5,39315.18,bmreports.com,50.9,27.06,53.09,26.98,7258.5,,720,2231,7245.18,0.5,701,17011.5,0,89,8661.93,0.01,769.27,2278.86,7697.29,0.81,988.36,17134.71,12.71,586.77,0,1184.47,,,,,,,,,,,,,,1157,,,2016,40.83,-278.5,287.64,,,180,269.99,984,342.64,,,6.53,-3.94,60.91,280.05,276.23,0.57,75.1,36647,38751,,2000,,,-261,1016,,12,9543
2018-01-01T18:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514829600,GB,282.46,294.68,297.65,141.13,,34784.46,0,467,3042,307,37986.46,bmreports.com,50.95,26.31,53.2,26.23,7251.5,,733,2085,7331.46,0,713,16581.5,0,89,8632.91,0.01,782.01,2112.66,7681.45,0.1,1009.97,16662.83,12.25,570.44,0,521.83,,,,,,,,,,,,,,467,,,2016,39.65,-307,282.46,,,28,293.42,998,340.65,,,6.57,-4.04,50.83,280.04,276.15,0.62,57.97,37542,37505,,2000,,,-216,1016,,0,10257
2018-01-01T19:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514833200,GB,270.35,282.02,297.65,137.46,,33582.97,0,302.5,2986,563.75,36307.72,bmreports.com,48.72,27.55,50.86,27.7,7262.5,,743,1959.5,7717.47,0,619,15192.5,0,89,8614.26,0.01,786.64,1970.31,7976.63,0,904.11,15156.73,12.12,556.35,0,330.57,,,,,,,,,,,,,,302.5,,,2015,38.66,-404.75,270.35,,,-159,270.35,971,342.5,,,6.53,-4.05,0,280.03,276.09,0.04,51.49,37955,35531,,2000,,,-112,1016,,0,10593
2018-01-01T20:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514836800,GB,243.26,252.68,297.65,139.22,,31306.83,0,402.5,3016,404.5,34320.83,bmreports.com,43.87,30.79,45.72,31.38,7261.5,,747,1286.5,8290.33,0,508,13125,0,88.5,8694.33,0.01,797.2,1325.45,8590.66,0,767.47,13176.61,12.54,545.47,0,411.1,,,,,,,,,,,,,,402.5,,,2016,38.68,-404.5,243.26,,,7,312.59,993,340.2,,,6.43,-4,0,279.98,276.04,0.08,55.44,35937,34103,,2000,,,-163,1016,,0,10689
2018-01-01T21:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514840400,GB,231.16,239.2,297.65,133.46,,29030.91,0,492.5,2694,482.5,31734.91,bmreports.com,40.86,32.26,42.46,32.94,7259,,741.5,1285.5,8083.41,0,406.5,11166,0,89,8528.34,0.01,784.73,1314.49,8322.64,0.02,636.36,11187.55,11.43,457.09,0,492.25,,,,,,,,,,,,,,492.5,,,1814,39.19,-406.5,231.16,,,-76,231.16,880,327.75,,,6.13,-3.52,0,279.95,276.17,0.15,50.54,33593,31641,,1802,,,-161,917,,0,10640
2018-01-01T22:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514844000,GB,215.55,222.69,297.65,127.9,,26748.88,0,190.5,2306,569.25,28676.13,bmreports.com,37.75,33.18,39.07,33.94,7264.5,,744.5,1281.5,7883.38,0,321.5,9164.5,0,89,8332.15,0.01,775.6,1294.89,8036.84,0.04,503.82,9145.98,9.99,382.13,0,194.7,,,,,,,,,,,,,,190.5,,,1617,39.81,-380.25,215.55,,,-189,215.55,689,334.6,,,5.89,-3.17,0,279.85,276.15,0.19,38.46,30790,29432,,1605,,,-68,725,,0,10454
2018-01-01T23:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514847600,GB,192.9,198.6,,132.47,,24723.24,0,0,2319,284.25,26757.99,bmreports.com,34,34.56,35,35.66,7254.5,,744.5,910,7751.74,0,320,7653.5,0,89,8412.76,0.01,781.47,935.9,7973.93,0.01,490.96,7744.94,10.13,405.99,0,1.89,,,,,,,,,,,,,,0,,,1614,40.47,-234.25,192.9,,,-50,309.31,705,338.09,,,5.68,-2.74,0,279.77,276.12,0.21,33.96,29503,26822,,1605,,,158,720,,0,10138
2018-01-02T00:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514851200,GB,192.37,198.06,,134.9,,23955.15,0,0,2354,74.25,26234.9,bmreports.com,33.7,33.95,34.67,35.01,7263.5,,741.5,939,7330.65,0,313,7278.5,0,89,8487.24,0.01,786,972.23,7634.05,0.01,485.11,7445.68,10.6,413.85,0,0.11,,,,,,,,,,,,,,0,,,1614,42.91,-72.25,192.37,,,-2,318.96,740,328.92,,,5.45,-2.19,0,279.7,276.1,0.23,44.88,29219,26851,,1605,,,359,720,,0,9879
2018-01-02T01:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514854800,GB,210.76,217.36,,144.4,,24348.29,0,0,2419,41,26726.29,bmreports.com,37.1,31.14,38.22,31.94,7266.5,,745.5,1134,6717.79,0,314,8080.5,0,90,8487.33,0,788.05,1171.83,7040.35,0.02,493.96,8286.7,10.66,447.39,0,0,,,,,,,,,,,,,,0,,,1614,44.15,-41,269.81,,,60,404.3,745,337.52,,,5.23,-1.55,0,279.63,276.1,0.02,49.95,27647,26232,,1605,,,429,720,,0,9336
2018-01-02T02:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514858400,GB,219.04,225.64,,160.12,,23640.37,0,0,2634,0,26274.37,bmreports.com,38.27,29.32,39.43,29.8,7273.5,,745,1259,6020.37,0,279,7972.5,0,91,8513.59,0.01,791.29,1352.04,6434.14,0.01,478.25,8257.67,10.95,436.43,0,0,,,,,,,,,,,,,,0,,,1614,43.93,8,328.06,,,270,359.94,742,332.93,,,4.95,-0.85,0,279.59,276.13,0.04,46.72,27093,25307,,1605,,,293,720,,0,8674
2018-01-02T03:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514862000,GB,233.29,241.6,,164.51,,23372.5,0,0,2825,0,26197.5,bmreports.com,41.08,26.43,42.62,26.3,7263.5,,739.5,1293,5147,0,261,8578.5,0,90,8512.88,0.01,787.53,1415.43,5669.24,0.01,467.21,8913.4,11.01,420.79,0,0,,,,,,,,,,,,,,0,,,1614,43.47,36,377.81,,,432,298.79,743,335.37,,,4.71,-0.05,0,279.39,275.85,0.05,46.71,26239,24512,,1605,,,342,720,,0,7961
2018-01-02T04:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514865600,GB,239.84,250.63,,149.72,,23350.34,0,0,2786,88.75,26047.59,bmreports.com,42.43,24.96,44.45,24.45,7262,,735.5,1310,4719.34,0,252,8981.5,0,90,8494.68,0.01,781.09,1413.01,5260.56,0.01,457.16,9225.99,10.83,404.27,0,0,,,,,,,,,,,,,,0,,,1615,43.36,-88.75,239.84,,,432,236.04,739,331.67,,,4.22,0.74,0,279.38,275.94,0.06,45.82,25466,23967,,1605,,,407,720,,0,7255
2018-01-02T05:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514869200,GB,246.07,258.18,,158.48,,23585.89,0,0,3255,0,26840.89,bmreports.com,43.67,23.96,45.93,23.3,7257.5,,718.5,1375.5,4531.39,0,245,9367,0,91,8687.18,0.01,769.88,1508.48,5173.97,0.02,483.12,9692.58,11.66,510.07,0,3.92,,,,,,,,,,,,,,0,,,1818,42.64,105,302.48,,,432,228.65,900,344.02,,,3.79,1.56,0,279.43,276.06,0.09,45.66,25526,25103,,1803,,,402,918,,0,6717
2018-01-02T06:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514872800,GB,262.09,275.35,,162.54,,25524.73,0,0,3333,0,28857.73,bmreports.com,46.94,22.77,49.33,22.17,7261.5,,701.5,1592.5,4710.23,0,244.5,10923.5,0,91,8727.78,0.01,746.98,1711.56,5292.05,0,495.06,11257.11,11.47,581.45,0,34.26,,,,,,,,,,,,,,0,,,1911,40.7,80,254.37,,,432,224.38,910,380.96,,,3.26,2.42,0,279.51,276.24,0.14,52,25952,30061,,1901,,,483,966,,0,6188
2018-01-02T07:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514876400,GB,289.98,306.76,297.65,114.62,,30115.33,0,237.5,2860.5,0,33213.33,bmreports.com,52.63,20.88,55.81,20.23,7265.5,,699.5,1829.5,4945.33,0,252.5,15032,0,91,8791.27,0,734.61,1910.06,5425.94,0.52,504.68,15288.94,11.36,281.07,0,264.86,,,,,,,,,,,,,,237.5,,,2013,41.78,57.5,253.63,,,432,208.42,358,389,,,2.78,3.26,0,279.63,276.48,0.12,43.87,32620,35838,,2000,,,274,340,,0,6591
2018-01-02T08:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514880000,GB,302.55,317.07,297.65,165.18,,33028.58,0,369,3470,0,36867.58,bmreports.com,54.79,21.25,57.42,20.83,7261,,691.5,2244,5534.58,4.5,360,16842,0,91,8832.27,0.01,736.89,2351.17,6064.64,15.41,620.07,17232.96,11.45,603.92,0,398.79,,,,,,,,,,,,,,369,,,2012,42.8,49,263.4,,,405,198.51,1004,392.22,,,2.47,3.95,0,279.8,276.77,0.36,56.15,37273,39043,,2000,,,165,1016,,38,7218
2018-01-02T09:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514883600,GB,305.9,319.01,297.65,164.93,,35797.66,0,473.5,3287,31,39527.16,bmreports.com,55.46,22.26,57.81,22.17,7261.5,,681.5,2419.5,6290.16,46,551,18457,0,91,8806.16,0.01,725.64,2503.79,6677.97,78.3,805.06,18810.38,11.19,595.91,0,512.76,,,,,,,,,,,,,,473.5,,,2013,43.27,-31,287.49,,,250,216.46,1024,390.99,,,2.13,4.53,0.68,279.98,276.96,0.59,61.92,39043,42069,,2000,,,120,1016,,144,7986
2018-01-02T10:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514887200,GB,308.2,320.58,297.65,157.58,,37819.15,0,653.5,3047,136.25,41383.4,bmreports.com,56.41,22.43,58.64,22.5,7255,,680.5,2162,6630.15,176,517,20307.5,0,91,8758.28,0.01,722.78,2216.42,6858.14,226,771.74,20551.3,10.97,564.69,0,703.05,,,,,,,,,,,,,,653.5,,,2014,43.24,-136.25,308.2,,,21,272.36,1012,382.6,,,2.19,4.85,5.53,280.28,277.25,0.8,56.33,40191,42630,,2000,,,7,1016,,270,8895
2018-01-02T11:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514890800,GB,310.4,322.55,297.65,153.58,,39095.19,0,325,3005,280,42145.19,bmreports.com,56.85,22.46,59.09,22.48,7265,,680.5,2514.5,7038.69,337,481,20687.5,0,91,8717.8,0.01,721.11,2554.56,7227.71,395.06,741.8,20865.04,10.79,530.59,0,380.7,,,,,,,,,,,,,,325,,,2013,43.62,-164,310.4,,,-116,310.4,992,376.78,,,2.34,5.15,14.02,280.54,277.49,1.11,56.15,41095,42984,,2000,,,-104,1016,,395,9694
2018-01-02T12:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514894400,GB,299.67,310.7,297.65,153.41,,39858.54,0,321,3003,267,42915.54,bmreports.com,54.68,25.01,56.72,25.2,7264.5,,678.5,2522,8176.04,479,471,20177,0,90.5,8715.21,0.01,719.63,2567.46,8370.11,536.33,731.09,20357.69,10.81,531.41,0,375.8,,,,,,,,,,,,,,321,,,2013,43.27,-174,299.67,,,-93,299.67,990,377.36,,,2.48,5.38,22.27,280.76,277.68,1.43,55.35,41995,43638,,2000,,,-154,1016,,543,10243
2018-01-02T13:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514898000,GB,299.91,310.93,297.65,153.78,,39895.53,0,225.5,2991,195,42917.03,bmreports.com,54.32,25.32,56.33,25.56,7263,,680,2854,8406.03,510.5,435,19656,0,91,8736.21,0.01,721.2,2902.57,8629.64,553.98,688.65,19874.06,10.98,526.31,0,273.43,,,,,,,,,,,,,,225.5,,,2012,41.56,-195,299.91,,,7,287.81,972,383.06,,,2.6,5.65,65.23,280.93,277.81,0.31,44.81,42772,43557,,2000,,,-127,1016,,662,10878
2018-01-02T14:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514901600,GB,294.33,305.13,297.65,156,,38904.89,0,282.5,3041,170,42058.39,bmreports.com,53.22,25.99,55.17,26.31,7259,,679,2724,8679.89,228.5,439.5,18804,0,91,8742.3,0.01,718.95,2774.27,8950.77,252.08,684.98,19061.95,10.96,537.6,0,324.54,,,,,,,,,,,,,,282.5,,,2011,40.65,-170,294.33,,,57,298.09,973,386.06,,,2.47,5.95,59.02,281.04,277.97,0.65,42.74,43298,43885,,2000,,,-136,1016,,624,11073
2018-01-02T15:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514905200,GB,296.61,307.7,297.65,154.9,,38711.14,0,355,3024,203.5,41886.64,bmreports.com,53.52,25.62,55.47,25.95,7257,,680.5,2793,8610.14,27.5,462.5,18789.5,0,91,8737.43,0.01,719.92,2826.07,8885.67,34.87,696.87,19020.54,10.92,564.28,0,390.05,,,,,,,,,,,,,,355,,,2013,40.46,-151.5,296.61,,,-52,296.61,1011,382.75,,,2.04,6.55,51.06,280.87,277.79,0.93,44.91,42768,44631,,2000,,,-65,1016,,379,10985
2018-01-02T16:00:00+00:00,2021-06-17T09:20:02.179572+00:00,2021-06-17T09:20:02.179572+00:00,1514908800,GB,323.13,336.06,297.65,154.16,,40733.84,0,383,3017,254.75,43879.09,bmreports.com,58.39,21.76,60.61,21.73,7259.5,,680.5,3371.5,7146.84,10.5,702,21472,0,91,8705.82,0.01,718.77,3398.71,7451.12,10.73,934.14,21688.03,10.7,535.95,0,425.1,,,,,,,,,,,,,,383,,,2012,41.62,-243.75,323.13,,,-11,323.13,1005,379.47,,,2.01,6.82,40.3,280.89,278.01,1.17,60,43706,47125,,2000,,,-79,1016,,111,10720
